Regnr;Artikelnaam;Maximumprijs;Eenheid
EU/1/97/046/039;APROVEL TABLET FILMOMHULD 300MG;0,257613;STUK
EU/1/01/185/001;ARANESP 10 INJVLST 25MCG/ML WWSP 0,4ML;47,661525;ML
EU/1/01/185/002;ARANESP 10 INJVLST 25MCG/ML WWSP 0,4ML;47,661525;ML
EU/1/01/185/033;ARANESP 10 INJVLST 25MCG/ML WWSP 0,4ML;47,661525;ML
EU/1/01/185/005;ARANESP 20 INJVLST 40MCG/ML WWSP 0,5ML;73,355315;ML
EU/1/01/185/006;ARANESP 20 INJVLST 40MCG/ML WWSP 0,5ML;73,355315;ML
EU/1/01/185/035;ARANESP 20 INJVLST 40MCG/ML WWSP 0,5ML;73,355315;ML
EU/1/01/185/078;ARANESP 20 INJVLST 40MCG/ML WWSP 0,5ML;73,355315;ML
EU/1/01/185/079;ARANESP 20 INJVLST 40MCG/ML WWSP 0,5ML;73,355315;ML
EU/1/01/185/007;ARANESP 30 INJVLST 100MCG/ML WWSP 0,3ML;184,056672;ML
EU/1/01/185/008;ARANESP 30 INJVLST 100MCG/ML WWSP 0,3ML;184,056672;ML
EU/1/01/185/036;ARANESP 30 INJVLST 100MCG/ML WWSP 0,3ML;184,056672;ML
EU/1/01/185/081;ARANESP 30 INJVLST 100MCG/ML WWSP 0,3ML;184,056672;ML
EU/1/01/185/009;ARANESP 40 INJVLST 100MCG/ML WWSP 0,4ML;184,056672;ML
EU/1/01/185/010;ARANESP 40 INJVLST 100MCG/ML WWSP 0,4ML;184,056672;ML
EU/1/01/185/037;ARANESP 40 INJVLST 100MCG/ML WWSP 0,4ML;184,056672;ML
EU/1/01/185/082;ARANESP 40 INJVLST 100MCG/ML WWSP 0,4ML;184,056672;ML
EU/1/01/185/083;ARANESP 40 INJVLST 100MCG/ML WWSP 0,4ML;184,056672;ML
EU/1/01/185/011;ARANESP 50 INJVLST 100MCG/ML WWSP 0,5ML;184,056672;ML
EU/1/01/185/012;ARANESP 50 INJVLST 100MCG/ML WWSP 0,5ML;184,056672;ML
EU/1/01/185/085;ARANESP 50 INJVLST 100MCG/ML WWSP 0,5ML;184,056672;ML
EU/1/01/185/013;ARANESP 60 INJVLST 200MCG/ML WWSP 0,3ML;370,911570;ML
EU/1/01/185/014;ARANESP 60 INJVLST 200MCG/ML WWSP 0,3ML;370,911570;ML
EU/1/01/185/039;ARANESP 60 INJVLST 200MCG/ML WWSP 0,3ML;370,911570;ML
EU/1/01/185/087;ARANESP 60 INJVLST 200MCG/ML WWSP 0,3ML;370,911570;ML
EU/1/01/185/015;ARANESP 80 INJVLST 200MCG/ML WWSP 0,4ML;370,911570;ML
EU/1/01/185/016;ARANESP 80 INJVLST 200MCG/ML WWSP 0,4ML;370,911570;ML
EU/1/01/185/089;ARANESP 80 INJVLST 200MCG/ML WWSP 0,4ML;370,911570;ML
EU/1/01/185/017;ARANESP 100 INJVLST 200MCG/ML WWSP 0,5ML;370,911570;ML
EU/1/01/185/091;ARANESP 100 INJVLST 200MCG/ML WWSP 0,5ML;370,911570;ML
EU/1/01/185/093;ARANESP 130 INJVLST 200MCG/ML WWSP 0,65ML;370,911570;ML
EU/1/01/185/019;ARANESP 150 INJVLST 500MCG/ML WWSP 0,3ML;897,681081;ML
EU/1/01/185/020;ARANESP 150 INJVLST 500MCG/ML WWSP 0,3ML;897,681081;ML
EU/1/01/185/095;ARANESP 150 INJVLST 500MCG/ML WWSP 0,3ML;897,681081;ML
EU/1/01/185/021;ARANESP 300 INJVLST 500MCG/ML WWSP 0,6ML;897,681081;ML
EU/1/01/185/096;ARANESP 300 INJVLST 500MCG/ML WWSP 0,6ML;897,681081;ML
EU/1/01/185/031;ARANESP 500 INJVLST 500MCG/ML WWSP 1ML;897,681081;ML
EU/1/01/185/098;ARANESP 500 INJVLST 500MCG/ML WWSP 1ML;897,681081;ML
EU/1/01/185/047;ARANESP SURECLICK 20 INJVLST 40MCG/ML WWSP 0,5ML;73,355315;ML
EU/1/01/185/049;ARANESP SURECLICK 40 INJVLST 100MCG/ML WWSP 0,4ML;184,056672;ML
EU/1/01/185/051;ARANESP SURECLICK 60 INJVLST 200MCG/ML WWSP 0,3ML;370,911570;ML
EU/1/01/185/052;ARANESP SURECLICK 80 INJVLST 200MCG/ML WWSP 0,4ML;370,911570;ML
EU/1/01/185/053;ARANESP SURECLICK 100 INJVLST 200MCG/ML WWSP 0,5ML;370,911570;ML
EU/1/01/185/054;ARANESP SURECLICK 150 INJVLST 500MCG/ML WWSP 0,3ML;897,681081;ML
EU/1/01/185/055;ARANESP SURECLICK 300 INJVLST 500MCG/ML WWSP 0,6ML;897,681081;ML
EU/1/01/185/056;ARANESP SURECLICK 500 INJVLST 500MCG/ML WWSP 1ML;897,681081;ML
EU/1/99/118/003;ARAVA TABLET OMHULD 10MG;1,042342;STUK
EU/1/99/118/007;ARAVA TABLET OMHULD 20MG;1,352067;STUK
EU/1/99/118/009;ARAVA TABLET OMHULD 100MG;11,186746;STUK
107700//34279;ARCOXIA TABLET FILMOMHULD 30MG;0,308669;STUK
110164//34279;ARCOXIA TABLET FILMOMHULD 30MG;0,308669;STUK
110830//34279;ARCOXIA TABLET FILMOMHULD 30MG;0,308669;STUK
34279;ARCOXIA TABLET FILMOMHULD 30MG;0,308669;STUK
102474//27705;ARCOXIA TABLET FILMOMHULD 60MG;0,383255;STUK
108048//27705;ARCOXIA TABLET FILMOMHULD 60MG;0,383255;STUK
27705;ARCOXIA TABLET FILMOMHULD 60MG;0,383255;STUK
31059//27705;ARCOXIA TABLET FILMOMHULD 60MG;0,383255;STUK
34965//27705;ARCOXIA TABLET FILMOMHULD 60MG;0,383255;STUK
102475//27706;ARCOXIA TABLET FILMOMHULD 90MG;0,476560;STUK
27706;ARCOXIA TABLET FILMOMHULD 90MG;0,476560;STUK
31060//27706;ARCOXIA TABLET FILMOMHULD 90MG;0,476560;STUK
34966//27706;ARCOXIA TABLET FILMOMHULD 90MG;0,476560;STUK
123425//27707;ARCOXIA TABLET FILMOMHULD 120MG;0,794042;STUK
27707;ARCOXIA TABLET FILMOMHULD 120MG;0,794042;STUK
112430//19123;ARIMIDEX TABLET FILMOMHULD 1MG;0,811758;STUK
19123;ARIMIDEX TABLET FILMOMHULD 1MG;0,811758;STUK
115660;ARIPIPRAZOL AUROBINDO TABLET 30MG;2,775222;STUK
115605;ARIPIPRAZOL CF TABLET 15MG;1,464847;STUK
EU/1/15/1029/052;ARIPIPRAZOL SANDOZ TABLET 30MG;2,775222;STUK
EU/1/15/1029/061;ARIPIPRAZOL SANDOZ TABLET 30MG;2,775222;STUK
115602;ARIPIPRAZOL TEVA TABLET 30MG;2,775222;STUK
116177;ARIPIPRAZOL UNICHEM TABLET 10MG;1,466189;STUK
116178;ARIPIPRAZOL UNICHEM TABLET 15MG;1,464847;STUK
116179;ARIPIPRAZOL UNICHEM TABLET 30MG;2,775222;STUK
EU/1/02/206/006;ARIXTRA INJVLST 5MG/ML WWSP 0,3ML;10,755300;ML
EU/1/02/206/001;ARIXTRA INJVLST 5MG/ML WWSP 0,5ML;10,755300;ML
EU/1/02/206/002;ARIXTRA INJVLST 5MG/ML WWSP 0,5ML;10,755300;ML
EU/1/02/206/003;ARIXTRA INJVLST 5MG/ML WWSP 0,5ML;10,755300;ML
24443;AROMASIN TABLET OMHULD 25MG;1,529468;STUK
640;ARTANE TABLET 2MG;0,061740;STUK
641;ARTANE TABLET 5MG;0,184711;STUK
32371;ARTELAC OOGDRUPPELS 3,2MG/ML FLACON 10ML;0,272089;ML
16410;ARTHROTEC TABLET MGA 50MG;0,239284;STUK
20871;ARTHROTEC TABLET MGA 75MG;0,343109;STUK
11737;ASACOL TABLET MSR 400MG;0,316433;STUK
18636;ASACOL TABLET MSR 800MG;0,632123;STUK
21171;ASASANTIN RETARD CAPSULE MGA 25/200MG;0,363085;STUK
111367//6305;ASPEGIC INJECTIEPOEDER FLACON 500MG + SOLVENS 5ML;3,082000;STUK
6305;ASPEGIC INJECTIEPOEDER FLACON 500MG + SOLVENS 5ML;3,082000;STUK
105888;ASPENDOS TABLET 100MG;1,186958;STUK
20952;ASPIRINE PROTECT EC TABLET MSR 100MG;0,046062;STUK
24995;ATACAND PLUS TABLET 16/12,5MG;0,187033;STUK
21704;ATACAND TABLET 4MG;0,181163;STUK
21705;ATACAND TABLET 8MG;0,181987;STUK
21706;ATACAND TABLET 16MG;0,217258;STUK
30755;ATACAND TABLET 32MG;0,266885;STUK
EU/1/16/1091/017;ATAZANAVIR MYLAN CAPSULE 300MG;12,850320;STUK
23281;ATENOLOL ACCORD TABLET 25MG;0,051843;STUK
25366;ATENOLOL ACCORD TABLET 50MG;0,075963;STUK
25367;ATENOLOL ACCORD TABLET 100MG;0,119378;STUK
17887;ATENOLOL APOTEX TABLET 25MG;0,051843;STUK
17286;ATENOLOL APOTEX TABLET 50MG;0,075963;STUK
17287;ATENOLOL APOTEX TABLET 100MG;0,119378;STUK
16049;ATENOLOL CF TABLET 25MG;0,051843;STUK
16050;ATENOLOL CF TABLET 50MG;0,075963;STUK
20205;ATENOLOL SANDOZ TABLET FILMOMHULD 25MG;0,051843;STUK
57552;ATENOLOL SANDOZ TABLET FILMOMHULD 50MG;0,075963;STUK
57553;ATENOLOL SANDOZ TABLET FILMOMHULD 100MG;0,119378;STUK
16272;ATENOLOL TEVA TABLET 25MG;0,051843;STUK
56331;ATENOLOL TEVA TABLET 50MG;0,075963;STUK
56332;ATENOLOL TEVA TABLET 100MG;0,119378;STUK
18617;ATENOLOL/CHLOORTALIDON APOTEX TABLET 50/12,5MG;0,169894;STUK
18618;ATENOLOL/CHLOORTALIDON APOTEX TABLET 100/25MG;0,237934;STUK
57118;ATENOLOL/CHLOORTALIDON MYLAN TABLET 50/12,5MG;0,169894;STUK
57119;ATENOLOL/CHLOORTALIDON MYLAN TABLET 100/25MG;0,237934;STUK
17035;ATENOLOL/CHLOORTALIDON SANDOZ TABLET 50/12,5MG;0,169894;STUK
17036;ATENOLOL/CHLOORTALIDON SANDOZ TABLET 100/25MG;0,237934;STUK
120541//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 100DO;0,348910;DOSIS
120546//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 100DO;0,348910;DOSIS
120769//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 100DO;0,348910;DOSIS
121121//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 100DO;0,348910;DOSIS
121127//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 100DO;0,348910;DOSIS
121128//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 100DO;0,348910;DOSIS
122534//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 100DO;0,348910;DOSIS
122540//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 100DO;0,348910;DOSIS
31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 100DO;0,348910;DOSIS
121016//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 120DO;0,348910;DOSIS
121552//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 120DO;0,348910;DOSIS
121959//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 120DO;0,348910;DOSIS
122508//31994;ATIMOS AEROSOL 12MCG/DOSIS SPUITBUS 120DO;0,348910;DOSIS
113995;ATORVASTATINE AUROBINDO TABLET FILMOMHULD 80MG;0,314667;STUK
116319;ATORVASTATINE CF TABLET FILMOMHULD 10MG;0,153027;STUK
116322;ATORVASTATINE CF TABLET FILMOMHULD 20MG;0,238035;STUK
116324;ATORVASTATINE CF TABLET FILMOMHULD 40MG;0,253454;STUK
116326;ATORVASTATINE CF TABLET FILMOMHULD 80MG;0,314667;STUK
108089;ATORVASTATINE PFIZER TABLET FILMOMHULD 80MG;0,314667;STUK
108984;ATORVASTATINE RANBAXY TABLET FILMOMHULD 80MG;0,314667;STUK
105244;ATORVASTATINE TEVA TABLET FILMOMHULD 10MG;0,153027;STUK
105245;ATORVASTATINE TEVA TABLET FILMOMHULD 20MG;0,238035;STUK
105246;ATORVASTATINE TEVA TABLET FILMOMHULD 40MG;0,253454;STUK
105247;ATORVASTATINE TEVA TABLET FILMOMHULD 80MG;0,314667;STUK
115743;ATOSIBAN ACCORD INFVLST CONC 7,5MG/ML FLACON 5ML;14,870464;ML
116896;ATOSIBAN DEVRIMED INJVLST 7,5MG/ML FLACON 0,9ML;27,147754;ML
117776;ATOSIBAN EVER PHARMA INFVLS CONC 7,5MG/ML FLAC 5ML;14,870464;ML
117775;ATOSIBAN EVER PHARMA INJVLST 7,5MG/ML FLACON 0,9ML;27,147754;ML
118552;ATOVAQUON/PROGUANIL CF TABLET FILMOMH 250/100MG;2,001637;STUK
105808;ATOVAQUON/PROGUANIL GLENMARK TAB FILMOMH 250/100MG;2,001637;STUK
109086;ATOVAQUON/PROGUANIL MYLAN TABLET FILMOMH 250/100MG;2,001637;STUK
111742;ATOVAQUON/PROGUANIL TEVA TABLET FILMOMH 250/100MG;2,001637;STUK
114373;ATOZET TABLET 10/10MG;1,394489;STUK
120451//114373;ATOZET TABLET 10/10MG;1,394489;STUK
122545//114373;ATOZET TABLET 10/10MG;1,394489;STUK
114374;ATOZET TABLET 10/20MG;1,430260;STUK
119766//114374;ATOZET TABLET 10/20MG;1,430260;STUK
114375;ATOZET TABLET 10/40MG;1,430575;STUK
119758//114375;ATOZET TABLET 10/40MG;1,430575;STUK
121918//114375;ATOZET TABLET 10/40MG;1,430575;STUK
122546//114375;ATOZET TABLET 10/40MG;1,430575;STUK
EU/1/07/403/001;ATRIANCE INFVLST 5MG/ML FLACON 50ML;6,524549;ML
EU/1/07/430/001;ATRIPLA TABLET FILMOMHULD;15,710636;STUK
26834;ATROVENT AEROSOL 20MCG/DO SPBS 200DO + INHALATOR;0,039009;DOSIS
16015;ATROVENT UNIT DOSE VERNEVELOPL 125MCG/ML FL 2ML;0,166428;ML
12869;ATROVENT UNIT DOSE VERNEVELOPL 250MCG/ML FL 2ML;0,204118;ML
EU/1/13/838/002;AUBAGIO TABLET FILMOMHULD 14MG;32,081707;STUK
9840;AUGMENTIN TABLET 500/125MG;0,592442;STUK
14904;AURORIX TABLET OMHULD 150MG;0,360779;STUK
17493;AURORIX TABLET OMHULD 300MG;0,551101;STUK
EU/1/07/434/003;AVAMYS NEUSSPRAY 27,5MCG/DO FLACON 120DOSES;0,063159;DOSIS
EU/1/04/300/001;AVASTIN INFVLST CONC 25MG/ML FLACON 4ML;77,340114;ML
EU/1/04/300/002;AVASTIN INFVLST CONC 25MG/ML FLACON 16ML;77,340114;ML
28119;AVELOX INFVLST 1,6MG/ML FLACON 250ML;0,138336;ML
28118;AVELOX TABLET FILMOMHULD 400MG;1,975790;STUK
122245//28317;AVODART CAPSULE 0,5MG;0,535093;STUK
28317;AVODART CAPSULE 0,5MG;0,535093;STUK
32039//28317;AVODART CAPSULE 0,5MG;0,535093;STUK
32868//28317;AVODART CAPSULE 0,5MG;0,535093;STUK
EU/1/97/033/005;AVONEX 30 INJECTIEVLOEISTOF 60MCG/ML PEN 0,5ML;424,407053;ML
EU/1/97/033/006;AVONEX 30 INJECTIEVLOEISTOF 60MCG/ML PEN 0,5ML;424,407053;ML
EU/1/97/033/003;AVONEX 30 INJECTIEVLOEISTOF 60MCG/ML WWSP 0,5ML;424,407053;ML
EU/1/97/033/004;AVONEX 30 INJECTIEVLOEISTOF 60MCG/ML WWSP 0,5ML;424,407053;ML
12364;AXID CAPSULE 150MG;0,425130;STUK
107495;AZAFALK TABLET FILMOMHULD 100MG;0,319300;STUK
EU/1/08/482/001;AZARGA OOGDRUPPELS FLACON 5ML;2,464014;ML
EU/1/08/482/002;AZARGA OOGDRUPPELS FLACON 5ML;2,464014;ML
21767=;10467 AZATHIOPRINE AUROBINDO TABLET 50MG;0,185970;STUK
24721;AZATHIOPRINE MYLAN TABLET 25MG;0,158216;STUK
24722;AZATHIOPRINE MYLAN TABLET 50MG;0,185970;STUK
27562;AZATHIOPRINE SANDOZ TABLET 25MG;0,158216;STUK
27563;AZATHIOPRINE SANDOZ TABLET 50MG;0,185970;STUK
106268;AZATHIOPRINE TEVA TABLET 25MG;0,158216;STUK
10467;AZATHIOPRINE TEVA TABLET 50MG;0,185970;STUK
EU/1/04/304/003;AZILECT TABLET 1MG;1,543347;STUK
EU/1/04/304/004;AZILECT TABLET 1MG;1,543347;STUK
101499;AZITROMYCINE APOTEX TABLET OMHULD 250MG;0,969384;STUK
34294;AZITROMYCINE CF POEDER VOOR SUSPENSIE 200MG/5ML;0,317758;ML
32493;AZITROMYCINE CF TABLET OMHULD 250MG;0,969384;STUK
32494;AZITROMYCINE CF TABLET OMHULD 500MG;1,351863;STUK
34300;AZITROMYCINE MYLAN POEDER VOOR SUSPENSIE 200MG/5ML;0,317758;ML
29677;AZITROMYCINE MYLAN TABLET OMHULD 500MG;1,351863;STUK
32017;AZITROMYCINE SANDOZ POEDER V SUSPENSIE 200MG/5ML;0,317758;ML
32491;AZITROMYCINE SANDOZ TABLET OMHULD 250MG;0,969384;STUK
32492;AZITROMYCINE SANDOZ TABLET OMHULD 500MG;1,351863;STUK
30440;AZITROMYCINE TEVA POEDER VOOR SUSPENSIE 200MG/5ML;0,317758;ML
EU/1/00/129/001;AZOPT OOGDRUPPELS 10MG/ML FLACON 5ML;1,319923;ML
EU/1/00/129/003;AZOPT OOGDRUPPELS 10MG/ML FLACON 5ML;1,319923;ML
34031;AZYTER SINGLE DOSE OOGDRUPPELS 15MG/G TUBE 0,25G;4,445639;G
106065;AZZALURE INJPDR 125E FLACON;91,501626;STUK
120269//106065;AZZALURE INJPDR 125E FLACON;91,501626;STUK
121810//106065;AZZALURE INJPDR 125E FLACON;91,501626;STUK
21618;BACLOFEN AUROBINDO TABLET 10MG;0,084529;STUK
24100=;12153 BACLOFEN MYLAN TABLET 10MG;0,084529;STUK
25864=;12154 BACLOFEN MYLAN TABLET 25MG;0,158978;STUK
23864=;12153 BACLOFEN SANDOZ TABLET 10MG;0,084529;STUK
23865=;12154 BACLOFEN SANDOZ TABLET 25MG;0,158978;STUK
12153;BACLOFEN TEVA TABLET 10MG;0,084529;STUK
12154;BACLOFEN TEVA TABLET 25MG;0,158978;STUK
7231;BACTRIMEL INFUSIEVLOEISTOF CONC AMPUL 5ML;0,637450;ML
11651;BACTROBAN HYDROFIELE ZALF 20MG/G;0,473526;G
EU/1/06/343/003;BARACLUDE TABLET FILMOMHULD 0,5MG;9,674555;STUK
EU/1/06/343/004;BARACLUDE TABLET FILMOMHULD 1MG;10,721697;STUK
33316;BECLOMETASON ALL AER CFKVR 50MCG/DO SPB 200DO+INH;0,032357;DOSIS
33317;BECLOMETASON ALL AER CFKVR 100MCG/DO SPB 200DO+INH;0,067722;DOSIS
33318;BECLOMETASON ALL AER CFKVR 250MCG/DO SPB 200DO+INH;0,097116;DOSIS
28882=;27484 BECLOMETASON APO AER CFKVR 250MCG/DO SPB 200DO+INH;0,097116;DOSIS
28920=;27482 BECLOMETASON AUR AER CFKVR 50MCG/DO SPB 200DO+INH;0,032357;DOSIS
28921=;27483 BECLOMETASON AUR AER CFKVR 100MCG/DO SPB 200DO+INH;0,067722;DOSIS
28922=;27484 BECLOMETASON AUR AER CFKVR 250MCG/DO SPB 200DO+INH;0,097116;DOSIS
101708;BECLOMETASON MYL AER CFKVR 50MCG/DO SPB 200DO+INH;0,032357;DOSIS
101709;BECLOMETASON MYL AER CFKVR 100MCG/DO SPB 200DO+INH;0,067722;DOSIS
101710;BECLOMETASON MYL AER CFKVR 250MCG/DO SPB 200DO+INH;0,097116;DOSIS
28086=;10957 BECLOMETASON NEVEL APOTEX NEUSSP 50MCG/DO FL 200DO;0,030451;DOSIS
10957;BECLOMETASON NEVEL SANDOZ NEUSSP 50MCG/DO FL 200DO;0,030451;DOSIS
15716;BECLOMETASON NEVEL TEVA NEUSSPR 50MCG/DO FL 200DO;0,030451;DOSIS
30099;BECLOMETASON PCH AER CFKVR 50MCG/DO SPB 200DO+INH;0,032357;DOSIS
30100;BECLOMETASON PCH AER CFKVR 100MCG/DO SPB 200DO+INH;0,067722;DOSIS
30101;BECLOMETASON PCH AER CFKVR 250MCG/DO SPB 200DO+INH;0,097116;DOSIS
13390;BECLOMETASON PCH CYCLOCAPS INHALPDR 100MCG+CYCLOHA;0,067591;STUK
13391;BECLOMETASON PCH CYCLOCAPS INHALPDR 200MCG+CYCLOHA;0,110537;STUK
13392;BECLOMETASON PCH CYCLOCAPS INHALPDR 400MCG+CYCLOHA;0,167487;STUK
34150;BECLOMETASON SANDOZ AER 50MCG/DO SPBS 200DO+INH;0,032357;DOSIS
34151;BECLOMETASON SANDOZ AER 100MCG/DO SPBS 200DO+INH;0,067722;DOSIS
34152;BECLOMETASON SANDOZ AER 250MCG/DO SPBS 200DO+INH;0,097116;DOSIS
114630//34610;BECLOMETASON/FORMOTEROL ERC AER 100/6MCG/DO 120DO;0,303816;DOSIS
112364//34610;BECLOMETASON/FORMOTEROL FISH AER 100/6MCG/DO 180DO;0,303816;DOSIS
119129//34610;BECLOMETASON/FORMOTEROL FISH AER 100/6MCG/DO 180DO;0,303816;DOSIS
119130//34615;BECLOMETASON/FORMOTEROL FISH AER 100/6MCG/DO 180DO;0,303816;DOSIS
119493//34615;BECLOMETASON/FORMOTEROL FISH AER 100/6MCG/DO 180DO;0,303816;DOSIS
7439;BELUSTINE CAPSULE 40MG;35,649280;STUK
EU/1/13/909/001;BEMFOLA 75 INJVLST 600IE/ML PEN 0,125ML;213,831820;ML
EU/1/13/909/002;BEMFOLA 150 INJVLST 600IE/ML PEN 0,25ML;213,831820;ML
EU/1/13/909/003;BEMFOLA 225 INJVLST 600IE/ML PEN 0,375ML;213,831820;ML
EU/1/13/909/004;BEMFOLA 300 INJVLST 600IE/ML PEN 0,5ML;213,831820;ML
117843;BENDAMUSTINE ACCORD INFPDR FLACON 25MG;53,925316;STUK
117843;BENDAMUSTINE ACCORD INFPDR FLACON 100MG;235,685269;STUK
117890;BENDAMUSTINE CHEMI INFPDR FLACON 25MG;53,925316;STUK
117890;BENDAMUSTINE CHEMI INFPDR FLACON 100MG;235,685269;STUK
117807;BENDAMUSTINE MEDAC INFPDR FLACON 25MG;53,925316;STUK
117807;BENDAMUSTINE MEDAC INFPDR FLACON 100MG;235,685269;STUK
EU/1/15/1074/002;BENEPALI INJVLST 50MG/ML PEN 1ML;203,746146;ML
EU/1/15/1074/005;BENEPALI INJVLST 50MG/ML WWSP 0,5ML;203,746146;ML
EU/1/15/1074/001;BENEPALI INJVLST 50MG/ML WWSP 1ML;203,746146;ML
EU/1/11/700/001;BENLYSTA INFPDR FLACON 120MG;144,871029;STUK
EU/1/11/700/002;BENLYSTA INFPDR FLACON 400MG;482,488431;STUK
EU/1/11/700/003;BENLYSTA INJVLST 200MG/ML PEN 1ML;217,384444;ML
EU/1/11/700/004;BENLYSTA INJVLST 200MG/ML PEN 1ML;217,384444;ML
14123;BERODUAL CFKVR AEROSOL SPUITBUS 200DO + INHALATOR;0,046708;DOSIS
EU/1/95/003/005;BETAFERON INJPDR FL 9.600.000IE+SOLV 1,2ML + TOEBH;50,530542;STUK
EU/1/95/003/007;BETAFERON INJPDR FL 9.600.000IE+SOLV 1,2ML 3MND VP;50,530542;STUK
EU/1/95/003/008;BETAFERON INJPDR FL 9.600.000IE+SOLV 1,2ML STARTVP;50,530542;STUK
11203;BETAGAN LIQUIFILM OOGDRUPPELS 0,50% FLACON 5ML;0,572486;ML
115063;BETAHISTINE DIHCL AUROBINDO TABLET 24MG;0,120554;STUK
101754;BETAHISTINE DIHCL TEVA TABLET 24MG;0,120554;STUK
16004;BETAMETHASON PCH CREME 1MG/G;0,096767;G
28847=;4519 BETAMETHASON SANDOZ CREME 1MG/G;0,096767;G
28849=;5650 BETAMETHASON SANDOZ LOTION 1MG/G;0,096897;ML
28848=;4520 BETAMETHASON SANDOZ ZALF 1MG/G;0,086082;G
16004;BETAMETHASON TEVA CREME 1MG/G;0,096767;G
16002;BETAMETHASON TEVA LOTION 1MG/G;0,096897;ML
16003;BETAMETHASON TEVA ZALF 1MG/G;0,086082;G
EU/1/12/809/010;BETMIGA TABLET MVA 50MG;1,107774;STUK
17806;BETNELAN HUIDEMULSIE 1MG/G;0,105730;ML
4519;BETNELAN HYDROFIELE CREME 1MG/G;0,096767;G
4520;BETNELAN HYDROFOBE ZALF 1MG/G;0,086082;G
5650;BETNELAN VLOEISTOF VOOR CUTAAN GEBRUIK 1MG/G;0,096897;ML
2697;BETNESOL LAVEMENT 0,05MG/ML FLACON 100ML;0,027143;ML
23015//11307;BETOPTIC OOGDRUPPELS 5MG/ML FLACON 5ML;0,821827;ML
107030//15337;BETOPTIC S OOGDRUPPELS 2,5MG/ML FLACON 5ML;0,927802;ML
15337;BETOPTIC S OOGDRUPPELS 2,5MG/ML FLACON 5ML;0,927802;ML
24668//15337;BETOPTIC S OOGDRUPPELS 2,5MG/ML FLACON 5ML;0,927802;ML
18388;BEZALIP RETARD TABLET MGA 400MG;0,217581;STUK
28346//18388;BEZALIP RETARD TABLET MGA 400MG;0,217581;STUK
34467;BICALUTAMIDE PCH TABLET FILMOMHULD 50MG;1,654020;STUK
EU/1/18/1289/001;BIKTARVY TABLET FILMOMHULD;28,666752;STUK
10880;BILTRICIDE TABLET 600MG;9,608333;STUK
102249;BILURON TABLET FILMOMHULD 50MG;1,654020;STUK
114643;BIMATOPROST CF OOGDRUPPELS 0,3 MG/ML FLACON 3ML;3,313289;ML
EU/1/07/410/002;BINOCRIT 1000 INJVLST 2000IE/ML WWSP 0,5ML;13,040708;ML
EU/1/07/410/004;BINOCRIT 2000 INJVLST 2000IE/ML WWSP 1ML;13,040708;ML
EU/1/07/410/006;BINOCRIT 3000 INJVLST 10000IE/ML WWSP 0,3ML;65,462134;ML
EU/1/07/410/008;BINOCRIT 4000 INJVLST 10000IE/ML WWSP 0,4ML;65,462134;ML
EU/1/07/410/010;BINOCRIT 5000 INJVLST 10000IE/ML WWSP 0,5ML;65,462134;ML
EU/1/07/410/012;BINOCRIT 6000 INJVLST 10000IE/ML WWSP 0,6ML;65,462134;ML
EU/1/07/410/014;BINOCRIT 8000 INJVLST 10000IE/ML WWSP 0,8ML;65,462134;ML
EU/1/07/410/016;BINOCRIT 10000 INJVLST 10000IE/ML WWSP 1ML;65,462134;ML
EU/1/07/410/049;BINOCRIT 30000 INJVLST 40000IE/ML WWSP 0,75ML;253,464164;ML
EU/1/07/410/051;BINOCRIT 40000 INJVLST 40000IE/ML WWSP 1ML;253,464164;ML
19207;BIOFENAC TABLET OMHULD 100MG;0,161601;STUK
108798;BISOPROLOLFUMARAAT ACCORD TABLET FILMOMHULD 2,5MG;0,072534;STUK
25686=;24386 BISOPROLOLFUMARAAT APOTEX TABLET 5MG;0,072534;STUK
102391;BISOPROLOLFUMARAAT CF TABLET 2,5MG;0,072534;STUK
28144;BISOPROLOLFUMARAAT CF TABLET FILMOMHULD 10MG;0,084900;STUK
106055;BISOPROLOLFUMARAAT DECO AUROB TABL FILMOMH 2,5MG;0,072534;STUK
106067;BISOPROLOLFUMARAAT MYLAN TABLET 1,25MG;0,094029;STUK
24008;BISOPROLOLFUMARAAT PCH TABLET 5MG;0,072534;STUK
24009;BISOPROLOLFUMARAAT PCH TABLET 10MG;0,084900;STUK
33096;BISOPROLOLFUMARAAT SANDOZ TABLET 1,25MG;0,094029;STUK
33097;BISOPROLOLFUMARAAT SANDOZ TABLET 2,5MG;0,072534;STUK
33099;BISOPROLOLFUMARAAT SANDOZ TABLET 5MG;0,072534;STUK
